PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010001	22222200000000010001	33332200000000010001	44442200000000010001	55552200000000010001	66662200000000010001	1/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010002	22222200000000010002	33332200000000010002	44442200000000010002	55552200000000010002	66662200000000010002	2/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010003	22222200000000010003	33332200000000010003	44442200000000010003	55552200000000010003	66662200000000010003	3/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010004	22222200000000010004	33332200000000010004	44442200000000010004	55552200000000010004	66662200000000010004	4/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010005	22222200000000010005	33332200000000010005	44442200000000010005	55552200000000010005	66662200000000010005	5/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010006	22222200000000010006	33332200000000010006	44442200000000010006	55552200000000010006	66662200000000010006	6/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010007	22222200000000010007	33332200000000010007	44442200000000010007	55552200000000010007	66662200000000010007	7/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010008	22222200000000010008	33332200000000010008	44442200000000010008	55552200000000010008	66662200000000010008	8/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010009	22222200000000010009	33332200000000010009	44442200000000010009	55552200000000010009	66662200000000010009	9/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
PO2211220000000005	10	2211230000000010	PO2211220000000005	PO2211220000000005	SACK	11112200000000010010	22222200000000010010	33332200000000010010	44442200000000010010	55552200000000010010	66662200000000010010	10/10	LBT01501, LBT01502, LBT01504, LBT01505	W-005	26.00
